title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
The Escapists 2,159000,"win, mac, linux",,"21 Aug, 2017","Indie, Simulation, Strategy",no,"Team17, Mouldy Toof Studios",Team17,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",20849,4.0,75,Very Positive
Shieldwall,185000,win,,"18 Apr, 2023","Action, Casual, Indie, Simulation, Strategy",no,Nezon Production,Nezon Production,"Single-player, Online PvP, Steam Achievements, Steam Cloud",4792,8.0,,Very Positive
F1® 22,659000,win,,"30 Jun, 2022","Racing, Sports",no,Codemasters,Electronic Arts,"Single-player, Online PvP, LAN PvP, Shared/Split Screen PvP, Online Co-op, LAN Co-op, Steam Achievements, VR Supported, Steam Workshop, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together",19014,80.0,81,Mixed
EverQuest II,0,win,,"7 Dec, 2011","Free to Play, Massively Multiplayer, RPG",no,Darkpaw Games,Darkpaw Games,MMO,2238,,83,Very Positive
RaceRoom Racing Experience,0,win,,"12 Feb, 2013","Free to Play, Racing, Simulation, Sports",no,KW Studios,KW Studios,"Single-player, Online PvP, VR Supported, Steam Trading Cards, In-App Purchases, Partial Controller Support",18755,,,Very Positive
Surviving Mars,139999,"win, mac, linux",,"15 Mar, 2018","Simulation, Strategy",no,"Haemimont Games, Abstraction",Paradox Interactive,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV",14368,6.0,76,Very Positive
No One Survived,145999,win,,"14 Jan, 2023","Adventure, Indie, RPG, Early Access",no,Cat Play Studio,Cat Play Studio,"Single-player, Online Co-op",3157,30.0,,Mixed
GUNDAM EVOLUTION,0,win,,"19 Sep, 2022","Action, Free to Play",no,BANDAI NAMCO Online Inc.,BANDAI NAMCO Online Inc.,"Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support",19501,40.0,,Mixed
FOREWARNED,0,win,-25%,"10 Sep, 2021","Action, Adventure, Indie, Early Access",no,Dreambyte Games,Dreambyte Games,"Single-player, Online Co-op, Steam Achievements, Tracked Controller Support, VR Supported, Partial Controller Support, Steam Cloud",3632,10.0,,Very Positive
Far Cry® 5,619000,win,,"26 Mar, 2018","Action, Adventure",no,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,"Single-player, Online Co-op, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Includes level editor",126203,40.0,,Very Positive
Tribes of Midgard,135999,win,,"27 Jul, 2021","Action, Adventure, Indie, RPG",no,Norsfell,Norsfell,"Single-player, Online Co-op, Steam Achievements, Full controller support, In-App Purchases",13162,8.0,,Very Positive
Trombone Champ,95999,"win, mac",,"15 Sep, 2022","Casual, Indie",no,Holy Wow Studios LLC,Holy Wow Studios LLC,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards",6238,,82,Overwhelmingly Positive
Assassin's Creed® Unity,309000,win,,"12 Nov, 2014","Action, Adventure",no,Ubisoft,Ubisoft,"Single-player, In-App Purchases, Partial Controller Support",50326,50.0,,Mostly Positive
Dōkyūsei: Bangin' Summer,0,win,-45%,"14 Apr, 2022","Adventure, Simulation",no,"Elf, Shiravune",Shiravune,"Single-player, Steam Cloud",1218,,,Very Positive
Total War: MEDIEVAL II – Definitive Edition,225999,"win, mac, linux",,"27 Nov, 2007",Strategy,no,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)",Feral Interactive (Linux),"Single-player, Steam Trading Cards",20601,,,Overwhelmingly Positive
A Way Out,379000,win,,"18 Jun, 2020","Action, Adventure, Indie",no,Hazelight,Electronic Arts,"Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",29183,25.0,78,Very Positive
THE KING OF FIGHTERS XV,829000,win,,"16 Feb, 2022",Action,no,SNK CORPORATION,SNK CORPORATION,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",5408,65.0,85,Very Positive
Dome Keeper,152999,"win, mac, linux",,"27 Sep, 2022","Action, Adventure, Indie, Simulation",no,Bippinbits,Raw Fury,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",6229,,,Very Positive
Five Nights at Freddy's: Sister Location,59999,win,,"7 Oct, 2016","Action, Indie, Simulation",no,Scott Cawthon,Scott Cawthon,Single-player,8860,2.0,62,Very Positive
Hello Neighbor 2,0,win,-35%,"6 Dec, 2022","Adventure, Indie, Strategy",no,"Eerie Guest, tinyBuild",Hello Neighbor,"Single-player, Steam Achievements",1322,20.0,,Very Positive
Dorfromantik,89999,win,,"28 Apr, 2022","Casual, Indie, Simulation, Strategy",no,Toukana Interactive,Toukana Interactive,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",21191,0.65,,Very Positive
Chained Echoes,119999,"win, mac, linux",,"8 Dec, 2022","Indie, RPG",no,Matthias Linda,Deck13 Spotlight,"Single-player, Steam Achievements, Full controller support",3310,0.9,91,Very Positive
The Past Within,56499,"win, mac",,"2 Nov, 2022","Adventure, Indie",no,Rusty Lake,Rusty Lake,"Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud",9115,,,Overwhelmingly Positive
We Were Here Together,114999,"win, mac",,"10 Oct, 2019","Adventure, Casual, Indie",no,Total Mayhem Games,Total Mayhem Games,"Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",8844,20.0,77,Very Positive
ShellShock Live,90999,"win, mac, linux",,"22 May, 2020","Action, Casual, Indie, Massively Multiplayer, Strategy",no,kChamp Games,kChamp Games,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Stats, Steam Leaderboards, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",26838,,,Very Positive
Door Kickers 2: Task Force North,206999,win,,"3 Nov, 2020","Action, Indie, Simulation, Strategy, Early Access",no,KillHouse Games,KillHouse Games,"Single-player, Online Co-op, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together",6070,1.0,,Overwhelmingly Positive
NosTale - Anime MMORPG,0,win,,"18 Sep, 2017","Action, Adventure, Free to Play, Massively Multiplayer, RPG",no,"Entwell Co., Ltd.","Entwell Co., Ltd.","MMO, Online PvP, Online Co-op, Steam Trading Cards, In-App Purchases",2821,8.0,,Mostly Positive
Sniper Ghost Warrior Contracts 2,299999,win,,"4 Jun, 2021",Action,no,Underdog Studio,CI Games,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",6670,20.0,,Very Positive
We Who Are About To Die,179999,win,,"14 Nov, 2022","Action, Indie, RPG, Simulation, Strategy, Early Access",no,Jordy Lakiere,Jordy Lakiere,Single-player,3867,6.0,,Very Positive
Obscure II (Obscure: The Aftermath),0,win,-66%,"10 Mar, 2014","Action, Adventure",no,Hydravision Entertainment,Hydravision Entertainment,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Remote Play Together",878,3.0,59,Mixed
CRISIS CORE –FINAL FANTASY VII– REUNION,649000,win,,"13 Dec, 2022","Action, RPG",no,"Square Enix, TOSE CO., LTD.",Square Enix,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",3065,30.0,,Very Positive
Super Mecha Champions,0,win,,"25 Mar, 2021","Action, Adventure, Free to Play, Massively Multiplayer",no,NetEase Games,NetEase Games,"Online PvP, Online Co-op, Steam Achievements, In-App Purchases",7639,6.0,,Mixed
Celeste,135999,"win, mac, linux",,"25 Jan, 2018","Action, Adventure, Indie",no,"Maddy Makes Games Inc., Extremely OK Games, Ltd.","Extremely OK Games, Ltd.","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",66825,,88,Overwhelmingly Positive
Rival Stars Horse Racing: Desktop Edition,199000,"win, mac",,"24 Jun, 2020","Racing, Simulation, Sports, Strategy",no,PikPok,PikPok,"Single-player, Online PvP, Steam Achievements, Full controller support, Steam Cloud, Stats",2433,3.0,,Very Positive
Backpack Hero,102999,"win, mac, linux",,"15 Aug, 2022","Adventure, Casual, Indie, RPG, Strategy, Early Access",no,Jaspel,IndieArk,"Single-player, Full controller support, Steam Cloud",2946,,,Very Positive
Going Medieval,206999,win,,"1 Jun, 2021","Indie, RPG, Simulation, Strategy, Early Access",no,Foxy Voxel,The Irregular Corporation,"Single-player, Steam Achievements, Steam Cloud",11698,2.0,,Very Positive
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,335999,win,,"13 May, 2014",Action,no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Steam Achievements, Partial Controller Support, Remote Play Together",9986,18.0,71,Very Positive
Noita,108999,win,,"15 Oct, 2020","Action, Adventure, Indie, RPG, Simulation",no,Nolla Games,Nolla Games,"Single-player, Steam Achievements, Steam Workshop, Partial Controller Support, Steam Cloud",49103,2.5,,Very Positive
Pan'orama,122999,win,,"9 May, 2023","Casual, Indie, Simulation, Strategy",no,Chicken Launcher,Awaken Realms,Single-player,279,,,Very Positive
Frozen Flame,0,win,-20%,"17 Nov, 2022","Action, Adventure, RPG, Early Access",no,Dreamside Interactive,2P Games,"Single-player, Online PvP, Online Co-op, Steam Achievements, Partial Controller Support, Steam Cloud",1907,10.0,,Mixed
Call of Duty®: Modern Warfare® 2 (2009),124756,"win, mac",,"11 Nov, 2009",Action,no,Infinity Ward,Call of Duty,"Single-player, Steam Achievements, Steam Cloud, Valve Anti-Cheat enabled",27919,,86,Very Positive
Age of Wonders: Planetfall,209999,"win, mac",,"6 Aug, 2019",Strategy,no,Triumph Studios,Paradox Interactive,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Remote Play Together",4187,20.0,81,Mostly Positive
RUNNING WITH RIFLES,0,"win, mac, linux",-75%,"2 Apr, 2015","Action, Indie",no,Osumia Games,Osumia Games,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud",12460,,78,Mostly Positive
Force of Nature 2: Ghost Keeper,0,win,-30%,"27 May, 2021","Action, Adventure, Indie, RPG, Strategy",no,A.Y.std,Crytivo,"Single-player, Online Co-op, Steam Achievements, Steam Cloud, Stats",1505,2.0,,Very Positive
Metro Exodus,352471,"win, mac, linux",,"14 Feb, 2020",Action,no,4A Games,Deep Silver,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",77309,59.0,85,Very Positive
Call of Juarez: Gunslinger,0,win,-80%,"22 May, 2013",Action,no,Techland,Techland Publishing,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",14286,,79,Very Positive
Automation - The Car Company Tycoon Game,139999,win,,"12 Mar, 2015","Indie, Racing, Simulation, Strategy, Early Access",no,Camshaft Software Ltd,Camshaft Software Ltd,"Single-player, Steam Workshop",8963,30.0,,Very Positive
The Crew™ 2,515000,win,,"28 Jun, 2018","Action, Massively Multiplayer, Racing",no,Ivory Tower,Ivory Tower,"Single-player, MMO, Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",55218,,,Very Positive
MONOPOLY® PLUS,149000,win,,"7 Sep, 2017",Casual,no,Ubisoft Pune,Ubisoft Pune,"Single-player, Online PvP, Shared/Split Screen PvP, Full controller support, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",10907,2.0,,Mixed
Mon Bazou,139999,win,,"16 Dec, 2021","Adventure, Casual, Indie, Racing, Simulation, Early Access",no,Santa Goat,Santa Goat,"Single-player, Full controller support, Steam Cloud",8057,1.0,,Overwhelmingly Positive
Watch_Dogs® 2,619000,win,,"28 Nov, 2016","Action, Adventure",no,Ubisoft,Ubisoft,"Single-player, In-App Purchases, Partial Controller Support",57193,27.0,,Mostly Positive
Red Dead Online,279000,win,,"1 Dec, 2020","Action, Adventure",no,Rockstar Games,Rockstar Games,"Online PvP, Online Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",47181,150.0,,Very Positive
Cartel Tycoon,0,win,-40%,"26 Jul, 2022","Action, Indie, Simulation, Strategy",no,Moon Moose,tinyBuild,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",2036,5.0,,Mostly Positive
STALCRAFT,0,win,,"9 Dec, 2022","Action, Adventure, Massively Multiplayer, RPG",no,EXBO,EXBO,"MMO, Online PvP, Online Co-op, In-App Purchases",17787,20.0,,Mostly Positive
BATTLETECH,169999,"win, mac, linux",,"24 Apr, 2018","Action, Adventure, Strategy",no,Harebrained Schemes,Harebrained Schemes,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together",19166,35.0,78,Very Positive
Wasteland 3,169999,"win, mac, linux",,"27 Aug, 2020","RPG, Strategy",no,inXile Entertainment,inXile Entertainment,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet",13661,45.0,85,Very Positive
Barony,95999,"win, mac, linux",,"23 Jun, 2015","Action, Adventure, Indie, RPG",no,Turning Wheel LLC,Turning Wheel LLC,"Single-player, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor",3335,0.8,,Very Positive
Portal,90999,"win, mac, linux",,"10 Oct, 2007",Action,no,Valve,Valve,"Single-player, Steam Achievements, Captions available, Partial Controller Support, Includes level editor, Includes Source SDK, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",111261,,90,Overwhelmingly Positive
Tales of Arise,589000,win,,"9 Sep, 2021","Action, RPG",no,Bandai Namco Studios Inc.,BANDAI NAMCO Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",22127,45.0,84,Very Positive
Unturned,0,"win, mac, linux",,"7 Jul, 2017","Action, Adventure, Casual, Free to Play, Indie",no,Smartly Dressed Games,Smartly Dressed Games,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor, Remote Play on Tablet",512735,6.0,,Very Positive
Draw & Guess,28999,"win, mac, linux",,"12 Mar, 2021","Casual, Indie",no,Acureus,Acureus,"Online PvP, Online Co-op, Steam Trading Cards, Steam Workshop, Includes level editor",25941,0.512,,Very Positive
SCP: 5K,165999,win,,"22 Feb, 2022","Action, Indie, Massively Multiplayer, Strategy, Early Access",no,Affray Interactive,SCP.GAMES,"Single-player, Online Co-op, Steam Achievements, Partial Controller Support",3131,80.0,,Very Positive
The Elder Scrolls IV: Oblivion® Game of the Year Edition,135999,win,,"16 Jun, 2009",RPG,no,Bethesda Game Studios,Bethesda Softworks,"Single-player, Steam Cloud",32775,,94,Overwhelmingly Positive
Who's Your Daddy?!,90999,"win, mac",,"13 May, 2016","Action, Casual, Indie",no,Evil Tortilla Games,Evil Tortilla Games,"Online PvP, Shared/Split Screen PvP, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Remote Play Together",21571,,,Very Positive
JoJo's Bizarre Adventure: All-Star Battle R,499000,win,,"1 Sep, 2022",Action,no,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together",5146,6.0,,Very Positive
Persona 4 Golden,260000,win,,"13 Jun, 2020",RPG,no,ATLUS,SEGA,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",54653,14.0,87,Overwhelmingly Positive
Temtem,336000,win,,"6 Sep, 2022","Adventure, Indie, Massively Multiplayer, RPG",no,Crema,Humble Games,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Full controller support, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",29962,5.0,79,Mixed
Farm Together,165999,"win, mac, linux",,"11 Oct, 2018","Casual, Indie, Simulation",no,Milkstone Studios,Milkstone Studios,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",15705,1.0,,Overwhelmingly Positive
Outpost,37999,win,,"11 May, 2023",Casual,no,BananaDogGames,BananaDogGames,"Single-player, Steam Achievements, Steam Cloud",27,,,Positive
Left 4 Dead,90999,"win, mac",,"17 Nov, 2008",Action,no,Valve,Valve,"Single-player, Steam Achievements, Full controller support, Captions available, Steam Cloud, Valve Anti-Cheat enabled, Stats, Steam Leaderboards, Includes Source SDK, Commentary available, Remote Play on TV, Remote Play Together",39581,,89,Very Positive
Have a Nice Death,249999,win,,"22 Mar, 2023","Action, Indie",no,Magic Design Studios,Magic Design Studios,"Single-player, Full controller support",6871,,81,Very Positive
CONFLICT OF NATIONS: WORLD WAR 3,0,"win, mac",,"15 Mar, 2018","Free to Play, Indie, Massively Multiplayer, Strategy",no,Dorado Games,Dorado Games,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",3465,0.512,,Very Positive
Lobotomy Corporation | Monster Management Simulation,119999,win,,"9 Apr, 2018","Indie, Simulation",no,ProjectMoon,ProjectMoon,Single-player,23385,,,Very Positive
BIGFOOT,165999,win,,"31 Jan, 2017","Action, Adventure, Indie, Early Access",no,CyberLight Game Studio,CyberLight Game Studio,"Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards",12676,10.0,,Very Positive
Feed and Grow: Fish,115999,win,,"8 Jan, 2016","Action, Indie, Simulation, Early Access",no,Old B1ood,Old B1ood,"Single-player, Steam Achievements, Partial Controller Support",12370,2.0,,Mostly Positive
"Hot Dogs, Horseshoes & Hand Grenades",135999,win,,"5 Apr, 2016","Action, Simulation, Early Access",no,RUST LTD.,RUST LTD.,"Single-player, Tracked Controller Support, VR Only",17243,20.0,,Overwhelmingly Positive
MX vs ATV Legends,372000,win,,"28 Jun, 2022","Racing, Sports",no,Rainbow Studios,THQ Nordic,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play Together",752,35.0,,Mostly Positive
Black Mesa,108999,"win, linux",,"6 Mar, 2020","Action, Adventure, Indie",no,Crowbar Collective,Crowbar Collective,"Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Includes Source SDK, Remote Play on Phone, Remote Play on Tablet",90005,20.0,84,Very Positive
Friday the 13th: The Game,95999,win,,"25 May, 2017",Action,no,IllFonic,IllFonic,"Steam Achievements, Full controller support, Stats, Steam Leaderboards, Remote Play on TV",61279,4.0,61,Very Positive
Brick Rigs,159999,win,,"7 Nov, 2016","Simulation, Early Access",no,Fluppisoft,Fluppisoft,"Single-player, Online PvP, Steam Trading Cards, Steam Workshop, Partial Controller Support",29906,,,Overwhelmingly Positive
Terra Nil,206999,win,,"28 Mar, 2023","Casual, Indie, Strategy",no,Free Lives,Devolver Digital,"Single-player, Steam Achievements, Steam Cloud",2854,2.0,,Very Positive
Erophone:Re,0,win,-25%,"26 May, 2023","Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy",no,CreamCatGame,CreamCatGame,"Single-player, Steam Achievements",100,,,Mixed
Madden NFL 23,659000,win,,"18 Aug, 2022","Simulation, Sports",no,Tiburon,Electronic Arts,"Single-player, Online PvP, Shared/Split Screen Co-op, Steam Achievements, Full controller support, In-App Purchases, Remote Play Together",3892,50.0,,Mixed
Ultimate Epic Battle Simulator 2,108999,win,,"12 May, 2022","Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access",no,Brilliant Game Studios,Brilliant Game Studios,Single-player,3279,20.0,,Mostly Positive
112 Operator,0,"win, mac",-80%,"23 Apr, 2020","Indie, Simulation, Strategy",no,Jutsu Games,Games Operators,"Single-player, Steam Achievements, Captions available, Steam Cloud",3800,8.0,73,Very Positive
Mini Motorways,69999,"win, mac",,"20 Jul, 2021","Casual, Indie, Simulation, Strategy",no,Dinosaur Polo Club,Dinosaur Polo Club,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards",15486,,87,Overwhelmingly Positive
Stoneshard,199000,"win, linux",,"6 Feb, 2020","Adventure, Indie, RPG, Strategy, Early Access",no,Ink Stains Games,HypeTrain Digital,"Single-player, Steam Achievements, Captions available, Remote Play on Phone, Remote Play on Tablet",22891,0.5,,Mostly Positive
SHENZHEN I/O,130999,"win, mac, linux",,"17 Nov, 2016","Indie, Simulation",no,Zachtronics,Zachtronics,"Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor",2962,0.45,,Very Positive
ONE PIECE ODYSSEY,599000,win,,"12 Jan, 2023","Action, Adventure, Casual, RPG",no,"ILCA, Inc.",Bandai Namco Entertainment Inc.,"Single-player, Steam Achievements, Full controller support, Steam Cloud",1519,35.0,77,Very Positive
Stacklands,39999,"win, mac",,"8 Apr, 2022","Casual, Indie, Simulation",no,Sokpop Collective,Sokpop Collective,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",18568,,,Overwhelmingly Positive
